3.234642	4.339692	0.000000	4.857447	4.530468	0.000000
3.230760	4.360058	0.000000	4.827920	4.509575	0.082963
3.242159	4.365941	0.000000	4.798389	4.488679	0.165917
3.253639	4.384053	0.000000	4.768860	4.467785	0.248881
3.261335	4.373733	0.000000	4.739328	4.446889	0.331838
3.284439	4.355455	0.000000	4.709799	4.425994	0.414804
3.286719	4.346739	0.000000	4.680267	4.405098	0.497758
3.353889	4.327791	0.000000	4.650738	4.384204	0.580720
3.369077	4.313882	0.000000	4.621208	4.363308	0.663682
3.376707	4.290416	0.000000	4.591677	4.342412	0.746642
3.423106	4.264972	0.000000	4.562146	4.321517	0.830603
3.442188	4.232726	0.000000	4.532259	4.300369	0.913562
3.456091	4.194290	0.000000	4.502729	4.279474	0.996523
3.493264	4.186256	0.000000	4.473199	4.258579	1.079483
3.507670	4.178346	0.000000	4.443668	4.237684	1.162446
3.484446	4.161965	0.000000	4.414137	4.216788	1.245402
3.219230	4.143796	0.000000	4.384608	4.195893	1.328362
3.192196	4.133854	0.000000	4.355078	4.174998	1.411323
3.190539	4.118775	0.000000	4.325547	4.154102	1.494285
3.198152	4.112782	0.000000	4.296016	4.133207	1.577246
3.184243	4.083571	0.000000	4.266485	4.112311	1.660208
3.200285	4.080332	0.000000	4.236954	4.091415	1.743165
3.200771	4.060813	0.000000	4.207425	4.070521	1.826125
3.200310	4.056228	0.000000	4.177895	4.049625	1.909090
3.231820	4.031951	0.000000	4.148363	4.028729	1.992050
3.218997	4.016662	0.000000	4.118832	4.007834	2.075009
3.224400	3.997008	0.000000	4.089302	3.986938	2.157974
3.253928	3.979703	0.000000	4.059770	3.966042	2.240932
3.271184	3.980466	0.000000	4.030240	3.945147	2.323890
3.272519	3.961393	0.000000	4.000711	3.924252	2.406849
3.284082	3.958915	0.000000	3.971180	3.903357	2.489819
3.281940	3.940282	0.000000	3.941647	3.882459	2.572784
3.295954	3.915519	0.000000	3.912115	3.861563	2.655732
3.235594	3.899698	0.000000	3.882588	3.840670	2.738701
3.135377	3.890997	0.000000	3.853055	3.819773	2.821653
