0.576266	3.782161	0.000000	3.726431	1.578415	0.000000
0.645889	3.574784	0.000000	3.528404	1.578415	0.082965
0.503718	3.598169	0.000000	3.330373	1.578415	0.165931
0.609950	3.317220	0.000000	3.132338	1.578415	0.248899
0.701135	3.118736	0.000000	2.934316	1.578415	0.331862
0.697927	3.044631	0.000000	2.736279	1.578415	0.414832
0.709155	2.938359	0.000000	2.538250	1.578415	0.497797
0.633971	2.969486	0.000000	2.340235	1.578415	0.580757
0.742186	2.718171	0.000000	2.226246	1.578415	0.663720
0.803775	2.599380	0.000000	2.226246	1.578415	0.746686
0.913285	2.434565	0.000000	2.226246	1.578415	0.829656
0.958538	2.336839	0.000000	2.226246	1.578415	0.912619
0.960635	2.333617	0.000000	2.226246	1.578415	0.995587
0.915394	2.377154	0.000000	2.226246	1.578415	1.078549
0.916901	2.358074	0.000000	2.226246	1.578415	1.161510
0.925130	2.357982	0.000000	2.226246	1.578415	1.244477
0.964560	2.323519	0.000000	2.226246	1.578415	1.327443
0.985401	2.291008	0.000000	2.226246	1.578415	1.410409
1.019357	2.257220	0.000000	2.226246	1.578415	1.493374
1.039614	2.216619	0.000000	2.226246	1.578415	1.577339
1.037697	2.222370	0.000000	2.226246	1.578415	1.660301
1.046893	2.212775	0.000000	2.226246	1.578415	1.743270
1.058671	2.228362	0.000000	2.226246	1.578415	1.827231
1.057863	2.229638	0.000000	2.226246	1.578415	1.909198
1.071107	2.244887	0.000000	2.226246	1.613506	1.992164
1.070259	2.264324	0.000000	2.226246	1.709533	2.075128
1.070259	2.264324	0.000000	2.226246	1.805563	2.158093
1.099681	2.264807	0.000000	2.226246	1.901591	2.241058
1.112752	2.270255	0.000000	2.226246	1.997621	2.324024
1.112218	2.257948	0.000000	2.226246	2.093649	2.406988
1.128014	2.247370	0.000000	2.226246	2.189678	2.489953
1.195754	2.230878	0.000000	2.226246	2.285706	2.572918
1.226933	2.207749	0.000000	2.258329	2.381737	2.655884
1.285008	2.190691	0.000000	2.355576	2.477765	2.738849
1.399530	2.162469	0.000000	2.452822	2.573793	2.821814
1.555290	2.145820	0.000000	2.550074	2.669827	2.904783
1.903015	2.127982	0.000000	2.647316	2.765851	2.987743
2.002694	2.264860	0.000000	2.744564	2.861880	3.070709
2.146466	2.300748	0.000000	2.841815	2.957914	3.153678
2.257855	2.358326	0.000000	2.939057	3.053937	3.236639
2.289533	2.323798	0.000000	3.036304	3.149966	3.319603
2.258505	2.515541	0.000000	3.133550	3.245993	3.402567
2.266467	2.475545	0.000000	3.230866	3.342091	3.485591
2.316818	2.412032	0.000000	3.328109	3.438115	3.568553
2.263381	2.622296	0.000000	3.425358	3.534146	3.651519
2.272436	2.620541	0.000000	3.523782	3.631337	3.735488
2.281507	2.665809	0.000000	3.621023	3.727360	3.818449
2.337105	2.657892	0.000000	3.718298	3.823417	3.901438
2.431218	2.800034	0.000000	3.815519	3.893338	3.984380
2.512393	2.934147	0.000000	3.912765	3.893338	4.067344
2.657966	2.935423	0.000000	4.010013	3.893338	4.150310
2.799074	2.968209	0.000000	4.107257	3.893338	4.233273
3.022258	3.087677	0.000000	4.204509	3.893338	4.316242
3.040446	3.275182	0.000000	4.304094	3.893338	4.401202
3.047799	3.246736	0.000000	4.398999	3.893338	4.482168
2.862451	3.402567	0.000000	4.496249	3.893338	4.565136
2.756700	3.405082	0.000000	4.570536	3.893338	4.648103
2.761022	3.414607	0.000000	4.570536	3.893338	4.731063
2.710419	3.542712	0.000000	4.570536	3.893338	4.814028
2.636842	3.635465	0.000000	4.570536	3.893338	4.896995
