1.938391	2.640954	0.000000	2.362227	1.575249	0.000000
1.935308	2.670294	0.000000	2.362227	1.575249	0.082961
1.923555	2.667073	0.000000	2.362227	1.575249	0.165923
1.883698	2.679491	0.000000	2.362227	1.575249	0.248886
1.864388	2.693857	0.000000	2.362227	1.575249	0.331847
1.856239	2.715858	0.000000	2.362227	1.575249	0.414807
1.832035	2.724015	0.000000	2.362227	1.575249	0.497770
1.825521	2.726678	0.000000	2.362227	1.575249	0.580733
1.810291	2.740310	0.000000	2.362227	1.575249	0.666693
1.797401	2.731224	0.000000	2.362227	1.575249	0.746655
1.797401	2.731224	0.000000	2.362227	1.575249	0.829616
1.801609	2.732914	0.000000	2.362227	1.575249	0.912592
1.797401	2.731224	0.000000	2.362227	1.575249	0.996544
1.797401	2.731224	0.000000	2.362227	1.575249	1.079500
1.798824	2.734882	0.000000	2.362227	1.575249	1.162463
1.785816	2.716171	0.000000	2.362227	1.575249	1.245425
1.798016	2.712975	0.000000	2.362227	1.575249	1.328387
1.802207	2.702667	0.000000	2.362227	1.575249	1.411348
1.809725	2.688418	0.000000	2.362227	1.575249	1.494309
1.809725	2.688418	0.000000	2.362227	1.575249	1.577271
1.806473	2.684739	0.000000	2.362227	1.575249	1.660232
1.806473	2.684739	0.000000	2.362227	1.575249	1.743198
1.795977	2.691544	0.000000	2.362227	1.575249	1.826155
1.795977	2.691544	0.000000	2.362227	1.575249	1.909117
1.796463	2.694723	0.000000	2.362227	1.710480	1.992079
1.784754	2.708541	0.000000	2.362227	1.860495	2.075040
1.774461	2.710903	0.000000	2.362227	2.010510	2.158002
1.776205	2.716859	0.000000	2.362227	2.160551	2.240978
1.778883	2.713833	0.000000	2.362227	2.310552	2.323931
1.835120	2.710039	0.000000	2.362227	2.460562	2.406890
1.893339	2.701118	0.000000	2.362227	2.610578	2.489852
2.018774	2.711212	0.000000	2.362227	2.760593	2.572814
2.278970	2.712913	0.000000	2.362227	2.910606	2.655774
