-1.36	0.15	5	39	0.50966477394104
-13.02	0.65	11	34	0.501631498336792
-12.95	2.47	17	29	0.5036792755126953
-11.67	4.8	22	23	0.5046224594116211
-9.66	6.89	28	18	0.5066440105438232
-8.1	9.19	33	12	0.501657247543335
-6.15	11.04	38	7	0.5076718330383301
-4.34	13.06	43	1	0.5026636123657227
-2.29	14.99	48	-4	0.5046393871307373
-0.59	16.75	53	-9	0.5086383819580078
1.14	18.36	57	-15	0.5036523342132568
3.61	19.94	62	-21	0.5116314888000488
6.12	21.65	66	-26	0.5066437721252441
8.11	23.09	69	-32	0.5135982036590576
10.07	24.21	73	-37	0.5016880035400391
12.02	25.54	76	-42	0.5006303787231445
13.9	26.52	79	-47	0.5026824474334717
15.46	27.35	81	-52	0.5096092224121094
17.05	27.78	84	-56	0.5096361637115479
18.39	28.54	85	-61	0.5046775341033936
20.04	28.6	87	-65	0.5126011371612549
21.3	28.95	88	-69	0.5066447257995605
22.65	28.97	89	-72	0.5096635818481445
23.71	29.08	89	-75	0.5006594657897949
24.88	28.91	89	-78	0.506678581237793
25.87	28.75	89	-81	0.5016303062438965
26.87	28.58	89	-83	0.5056467056274414
27.64	28.44	88	-85	0.5116589069366455
28.31	28.31	86	-87	0.5009994506835938
29.02	28.15	84	-88	0.5096335411071777
29.4	28.06	82	-89	0.5116033554077148
29.7	27.89	80	-89	0.502655029296875
29.8	27.59	77	-89	0.5046770572662354
29.97	27.11	74	-89	0.5016591548919678
29.99	26.36	71	-89	0.504702091217041
29.99	25.53	67	-88	0.5046501159667969
29.98	24.32	63	-87	0.5135979652404785
29.95	23.01	59	-85	0.5086390972137451
29.89	21.71	55	-83	0.5096361637115479
29.61	20.36	50	-81	0.5036535263061523
29.25	18.66	45	-78	0.5106604099273682
28.87	17.13	40	-75	0.5026669502258301
28.28	15.59	35	-72	0.5046501159667969
27.3	13.97	30	-68	0.5046489238739014
26.1	12.26	24	-64	0.5106613636016846
24.8	10.29	19	-60	0.5096087455749512
23.46	8.6	13	-56	0.5069372653961182
21.99	6.33	7	-51	0.5096349716186523
20.18	4.06	2	-46	0.5116317272186279
18.52	2.26	-3	-41	0.50276780128479
16.9	0.66	-9	-36	0.504936695098877
15.05	-1.57	-15	-31	0.5066161155700684
13.4	-3.81	-20	-25	0.5038156509399414
11.41	-5.74	-26	-20	0.5076689720153809
9.49	-8.03	-31	-14	0.5036945343017578
7.19	-9.94	-36	-9	0.5086390972137451
5.43	-11.8	-41	-3	0.5061907768249512
3.21	-13.51	-46	2	0.5066101551055908
1.19	-15.42	-51	8	0.5060784816741943
-0.97	-17.21	-56	13	0.5016577243804932
-2.9	-18.98	-60	19	0.5056471824645996
-4.96	-20.19	-64	24	0.5079805850982666
-6.79	-21.72	-68	30	0.5076143741607666
-9.24	-23.19	-72	35	0.5116627216339111
-10.98	-24.47	-75	40	0.5046613216400146
-12.56	-25.3	-78	45	0.5066723823547363
-14.16	-26.15	-81	50	0.5036242008209229
-15.79	-27.07	-83	55	0.5026552677154541
-17.46	-27.56	-85	59	0.501685380935669
-18.79	-28.08	-86	63	0.5076136589050293
-20.11	-28.14	-88	67	0.5016868114471436
-21.32	-28.54	-89	71	0.5026555061340332
-22.6	-28.56	-89	74	0.5146212577819824
-23.56	-28.45	-89	77	0.5026516914367676
-24.5	-28.32	-89	80	0.5046265125274658
-25.4	-28.18	-89	82	0.506671667098999
-26.04	-28.07	-88	84	0.5096080303192139
-26.69	-27.96	-87	86	0.5017902851104736
-27.3	-27.84	-85	87	0.5006608963012695
-27.75	-27.75	-83	89	0.5076408386230469
-28.32	-27.54	-81	89	0.5108225345611572
-28.35	-27.33	-78	89	0.5096373558044434
-28.38	-26.74	-75	89	0.5056459903717041
-28.47	-26.0	-72	89	0.5088629722595215
-28.55	-25.23	-69	88	0.5056746006011963
-28.6	-24.33	-65	87	0.5086112022399902
-28.59	-23.08	-61	86	0.5036797523498535
-28.52	-21.71	-56	84	0.5026571750640869
-28.42	-20.1	-52	81	0.5106043815612793
-28.04	-18.5	-47	79	0.5056471824645996
-27.73	-16.78	-42	76	0.5116312503814697
-27.37	-15.11	-37	73	0.5009911060333252
-26.67	-13.72	-32	69	0.5066463947296143
-25.14	-11.96	-26	66	0.5076415538787842
-23.92	-9.92	-21	62	0.5116612911224365
-22.53	-8.34	-15	57	0.508636474609375
-20.78	-6.29	-10	53	0.501657247543335
-19.44	-4.71	-4	48	0.5031766891479492
-17.72	-2.46	1	43	0.5029957294464111
-16.2	-0.79	6	38	0.5016579627990723
