0.72	-0.03	3	-53	0.5046496391296387
17.63	1.41	7	-55	0.5081322193145752
18.28	2.4	11	-56	0.503680944442749
18.59	3.81	15	-57	0.509812593460083
18.96	5.31	18	-58	0.5026564598083496
19.29	6.27	22	-59	0.5096325874328613
19.59	7.56	25	-59	0.5036237239837646
19.65	8.51	29	-59	0.5036823749542236
19.75	9.87	32	-59	0.5135960578918457
19.82	10.93	35	-59	0.5136263370513916
19.89	11.89	38	-59	0.5086667537689209
19.98	13.01	41	-58	0.507084846496582
20.01	14.05	44	-57	0.5056772232055664
19.98	14.92	46	-55	0.506659984588623
19.88	15.67	49	-54	0.5175876617431641
19.79	16.81	51	-52	0.5026845932006836
19.38	17.46	53	-50	0.5116772651672363
18.85	18.09	54	-48	0.5046775341033936
18.25	18.52	56	-46	0.5116310119628906
17.65	19.21	57	-43	0.5056190490722656
16.62	19.62	58	-41	0.5041849613189697
16.0	19.98	59	-38	0.5016858577728271
14.9	20.36	59	-35	0.5136253833770752
13.72	20.47	59	-32	0.5016865730285645
12.62	20.57	59	-28	0.5036234855651855
11.23	20.67	59	-25	0.5136260986328125
10.08	20.71	59	-21	0.5026819705963135
8.44	20.77	58	-18	0.5106062889099121
7.31	20.8	57	-14	0.503652811050415
5.77	20.78	56	-10	0.516618013381958
4.29	20.75	55	-6	0.5116305351257324
2.66	20.62	53	-3	0.5041587352752686
1.55	20.2	51	0	0.5136539936065674
0.35	19.5	49	4	0.5116024017333984
-1.13	18.79	47	8	0.5086393356323242
-2.58	18.12	44	12	0.5096645355224609
-3.96	16.98	42	15	0.5036513805389404
-4.79	16.34	39	19	0.5106344223022461
-6.39	15.18	36	23	0.503624439239502
-7.7	14.1	33	26	0.5076422691345215
-8.77	12.84	30	29	0.5126283168792725
-9.89	11.62	26	33	0.5116305351257324
-11.16	10.06	23	36	0.5117387771606445
-12.07	9.01	19	39	0.5121726989746094
-13.04	7.51	15	42	0.5135979652404785
-13.93	6.0	12	44	0.5006906986236572
-14.53	4.93	8	47	0.5076112747192383
-15.45	3.41	4	49	0.502685546875
-16.17	1.86	0	51	0.5026249885559082
-16.78	0.36	-2	53	0.5076415538787842
-17.36	-0.3	-6	55	0.5126574039459229
-17.94	-1.63	-10	56	0.5036232471466064
-18.27	-3.1	-14	57	0.5026836395263672
-18.6	-4.5	-17	58	0.5086414813995361
-18.89	-5.48	-21	59	0.5006294250488281
-19.2	-6.78	-25	59	0.5036530494689941
-19.28	-8.16	-28	59	0.5066440105438232
-19.34	-9.19	-31	59	0.5106642246246338
-19.4	-10.14	-34	59	0.5046467781066895
-19.46	-11.15	-38	59	0.5135982036590576
-19.55	-12.39	-40	58	0.5116307735443115
-19.6	-13.08	-43	57	0.5116603374481201
-19.62	-14.03	-46	56	0.5116021633148193
-19.61	-14.93	-48	54	0.5036518573760986
-19.33	-15.66	-50	53	0.514650821685791
-19.13	-16.26	-52	51	0.5066444873809814
-18.72	-16.91	-54	49	0.5016586780548096
-18.15	-17.57	-55	46	0.5006318092346191
-17.24	-18.0	-57	44	0.5136258602142334
-16.63	-18.6	-58	41	0.5066728591918945
-15.65	-18.95	-59	38	0.5046491622924805
-14.67	-19.28	-59	35	0.5056824684143066
-13.64	-19.38	-59	32	0.5076768398284912
-12.57	-19.46	-59	29	0.5056467056274414
-11.57	-19.54	-59	26	0.5076417922973633
-10.42	-19.6	-59	22	0.5011093616485596
-8.94	-19.66	-58	19	0.5103261470794678
-7.8	-19.67	-57	15	0.5147700309753418
-6.21	-19.67	-56	11	0.5006895065307617
-4.87	-19.57	-55	7	0.5052196979522705
-3.23	-19.44	-53	4	0.5106692314147949
-2.12	-19.0	-52	0	0.5016524791717529
-0.67	-18.78	-50	-3	0.5106992721557617
0.53	-18.1	-47	-7	0.5066449642181396
2.03	-17.07	-45	-11	0.5126557350158691
3.55	-16.4	-42	-14	0.5016705989837646
4.63	-15.48	-40	-18	0.5052046775817871
6.04	-14.79	-37	-22	0.5006306171417236
7.67	-13.63	-34	-25	0.5056469440460205
8.73	-12.58	-31	-28	0.5116608142852783
9.6	-11.44	-27	-32	0.504619836807251
10.91	-9.89	-24	-35	0.5076420307159424
11.89	-8.76	-20	-38	0.5118188858032227
12.96	-7.19	-17	-41	0.5017650127410889
14.04	-6.13	-13	-43	0.504622220993042
14.74	-4.56	-9	-46	0.5076413154602051
15.8	-2.93	-5	-48	0.5026834011077881
16.34	-1.52	-2	-50	0.5046529769897461
16.85	-0.5	1	-52	0.5036499500274658
17.47	0.35	5	-54	0.5166201591491699
